ticket;resposta_NPS;grupo_NPS;Nota_ConhecimentoAgente;Nota_Solucao;Nota_TempoRetorno;Nota_Facilidade;Nota_Satisfacao;cliente
19722412;10;promotor;10;10;10;10;10;TB5739
19256057;10;promotor;10;10;10;10;10;T40143
21111799;10;promotor;NULL;NULL;NULL;NULL;NULL;TFCTU7
19704821;7;passivo;10;10;10;10;10;TB3925
22584247;0;detrator;0;0;0;0;0;TEZDFJ
19230817;10;promotor;10;10;10;10;10;T12416
19563406;10;promotor;10;10;10;10;10;TEZKIY
21186562;10;promotor;NULL;NULL;NULL;NULL;NULL;TB5707
20689757;10;promotor;10;10;10;10;10;T77693
21172027;10;promotor;10;10;10;10;10;T45356
19598822;10;promotor;10;10;10;10;10;TB1613
19591436;10;promotor;10;10;10;10;10;T60275
19471937;10;promotor;10;10;10;9;10;T11432
21278519;10;promotor;10;10;10;10;10;T52637
20475568;10;promotor;10;10;10;10;10;T06619
20441496;10;promotor;10;10;10;10;10;T04065
20768421;10;promotor;10;10;10;10;10;T05691
19462755;8;passivo;NULL;NULL;NULL;NULL;NULL;TFCVYU
20908253;10;promotor;10;10;10;10;10;T03306
19086112;10;promotor;NULL;NULL;NULL;NULL;NULL;TFCXO8
20966826;10;promotor;10;10;10;10;10;TFCVY1
21227168;10;promotor;NULL;NULL;NULL;NULL;NULL;T56396
20685422;10;promotor;NULL;NULL;NULL;NULL;NULL;T77335
19378370;10;promotor;8;10;9;9;10;T41068
20558975;0;detrator;5;5;0;0;5;T55328
21152626;9;promotor;NULL;NULL;NULL;NULL;NULL;TEZOHJ
20873018;3;detrator;3;3;4;4;4;TEZNI8
20047520;9;promotor;9;9;9;9;9;T46457
19481275;9;promotor;NULL;NULL;NULL;NULL;NULL;TFCZG8
21857028;9;promotor;9;9;9;9;9;T76806
21838684;0;detrator;NULL;NULL;NULL;NULL;NULL;TFDQ71
21222750;5;detrator;10;5;10;5;0;TFDIEI
20206392;10;promotor;10;10;10;10;10;T80088
21843867;10;promotor;10;5;10;1;5;TFCAFR
19075889;10;promotor;10;10;10;10;10;TFCAB2
22977008;10;promotor;10;10;10;10;10;TFBTO8
20975885;9;promotor;9;9;9;9;9;T26272
21109505;9;promotor;8;10;10;9;10;T52576
19839133;10;promotor;10;10;10;10;10;TA8583
20861239;10;promotor;10;10;10;10;10;TFDID7
19902911;10;promotor;NULL;NULL;NULL;NULL;NULL;TB3562
20285503;10;promotor;10;10;10;10;10;T53407
19159176;10;promotor;NULL;NULL;NULL;NULL;NULL;TFCYI5
20343485;10;promotor;NULL;NULL;NULL;NULL;NULL;TEXY56
21310122;9;promotor;9;9;9;9;9;T76806
20067784;10;promotor;10;10;10;10;10;T73807
21042481;10;promotor;10;10;10;10;10;T34142
22370698;10;promotor;NULL;NULL;NULL;NULL;NULL;TFAIL1
20274337;0;detrator;0;0;0;0;0;TEWBRK
19126229;10;promotor;10;10;10;10;10;T30420
19612310;9;promotor;9;9;9;9;9;T26272
20902010;9;promotor;9;10;7;8;10;T07800
20904914;9;promotor;NULL;NULL;NULL;NULL;NULL;TFDSGL
19136558;9;promotor;NULL;NULL;NULL;NULL;NULL;TB1101
21390655;10;promotor;10;10;10;10;10;T17891
19732825;9;promotor;9;8;9;7;4;T44478
19713752;10;promotor;NULL;NULL;NULL;NULL;NULL;T61210
19082866;10;promotor;10;10;10;10;10;T35446
19286522;6;detrator;10;10;10;10;10;T46391
19064748;10;promotor;7;7;7;7;7;TFCYLN
21271638;10;promotor;10;10;10;10;10;TB4671
19463847;10;promotor;10;10;10;10;10;TEZET6
20354946;10;promotor;NULL;NULL;NULL;NULL;NULL;T03459
20396849;10;promotor;10;10;10;10;10;T50142
21496740;10;promotor;10;10;10;10;10;TFDRE6
19452036;10;promotor;10;10;10;10;10;TFCLZ6
19529441;10;promotor;NULL;NULL;NULL;NULL;NULL;TEXFEJ
20775509;9;promotor;NULL;NULL;NULL;NULL;NULL;T09466
20611563;10;promotor;10;10;10;10;10;TFDTMX
19426025;0;detrator;1;0;0;5;0;T39512
19638181;10;promotor;10;9;9;10;8;T55622
20058839;10;promotor;10;10;10;10;10;T57205
19538738;10;promotor;10;7;10;10;7;TB4671
20317541;10;promotor;10;10;10;10;10;TEZJ32
21279257;10;promotor;NULL;NULL;NULL;NULL;NULL;TB3429
19962300;8;passivo;NULL;NULL;NULL;NULL;NULL;TEZKIR
21376626;10;promotor;10;5;10;10;5;T16411
21994303;10;promotor;10;10;10;10;10;T16582
19373751;0;detrator;NULL;NULL;NULL;NULL;NULL;T73755
19447227;10;promotor;10;10;10;10;10;TFCWJ5
20681431;9;promotor;NULL;NULL;NULL;NULL;NULL;T53161
19040015;10;promotor;10;10;10;10;10;TFBJR5
20906193;10;promotor;10;10;10;10;10;TFCLMQ
20568596;10;promotor;10;10;10;10;10;TFDEL8
20716105;10;promotor;10;10;10;10;9;TEZLVI
21403835;10;promotor;10;10;10;10;10;T75794
20173770;10;promotor;10;10;10;10;10;TEWLRQ
20477001;10;promotor;10;10;10;10;10;TFDDDI
21341078;9;promotor;NULL;NULL;NULL;NULL;NULL;TFDORH
21534209;10;promotor;10;10;10;10;10;T54815
21948833;9;promotor;8;8;8;8;8;T16103
19382676;10;promotor;10;10;10;10;10;T43474
20230371;10;promotor;10;10;10;10;10;TFCTOW
22069218;10;promotor;NULL;NULL;NULL;NULL;NULL;T11564
19939328;10;promotor;10;10;10;10;10;TFCWEF
21597446;10;promotor;10;10;10;10;10;TB2401
21361287;10;promotor;NULL;NULL;NULL;NULL;NULL;TFDUPZ
21298033;10;promotor;10;10;10;10;10;TCAL80
22297614;10;promotor;10;10;10;10;10;TFDDO0
21019386;10;promotor;10;10;10;10;10;TEVNZF
19879130;10;promotor;10;10;10;10;10;T61662
20536597;10;promotor;10;10;10;10;10;TA0719
19271758;10;promotor;7;7;7;7;7;TFDJI5
19116572;10;promotor;10;10;10;10;10;T13852
21270558;10;promotor;10;10;10;10;10;TFCX53
20316865;10;promotor;10;10;10;10;10;TEZIFP
21137132;0;detrator;0;0;0;0;0;TFALIE
22716136;10;promotor;10;10;10;10;10;TEZHDA
20936807;10;promotor;NULL;NULL;NULL;NULL;NULL;TFBWWF
20439316;10;promotor;10;10;10;10;10;TFDS65
22771755;9;promotor;9;9;10;8;7;TFDNTR
20071396;10;promotor;10;10;10;10;10;T77617
20612385;10;promotor;10;10;10;10;10;T03386
19339657;9;promotor;NULL;NULL;NULL;NULL;NULL;T46472
20058766;8;passivo;10;10;10;10;10;TA6130
20318375;9;promotor;9;9;9;9;9;TEZBN5
19938013;10;promotor;10;10;10;10;10;T60517
19524758;10;promotor;10;10;10;10;10;TEZBC6
19836020;0;detrator;0;0;NULL;0;0;T56137
20437173;10;promotor;10;10;10;10;10;T19751
21485828;10;promotor;10;10;10;10;10;T61662
20019943;10;promotor;10;10;10;10;10;T62310
22614722;10;promotor;10;10;10;10;10;TFCAFR
19615949;10;promotor;10;10;10;10;10;TEZBC6
21889501;10;promotor;10;10;10;10;10;TFCGOQ
20273124;10;promotor;10;10;10;10;10;T10392
19718744;10;promotor;10;10;10;10;10;T17891
19394177;10;promotor;10;10;10;10;10;T52926
21637428;10;promotor;10;10;10;10;10;TDC1J5
19383828;9;promotor;10;8;10;10;8;T21424
20222983;10;promotor;10;10;10;10;10;TA3750
20281616;10;promotor;10;10;10;10;10;T02984
19607476;10;promotor;10;10;10;10;10;T09724
20104861;10;promotor;10;10;10;10;10;T53787
19990655;10;promotor;10;10;3;9;9;TFCUGZ
22056747;10;promotor;NULL;NULL;NULL;NULL;NULL;TEZJDA
21428495;10;promotor;10;10;10;10;10;T05034
22517909;10;promotor;10;10;10;10;10;TB1005
20282288;10;promotor;NULL;NULL;NULL;NULL;NULL;T77788
21148104;10;promotor;10;10;10;10;10;T54187
20874167;10;promotor;7;10;10;10;6;T62310
20383100;10;promotor;10;10;10;10;10;TEZCXN
19266504;10;promotor;10;10;10;10;10;TFBJPE
21319364;10;promotor;10;10;10;10;10;TEXHMP
20914816;10;promotor;10;10;10;10;10;TEZF79
19425101;4;detrator;5;6;3;3;6;TFDCAX
20575603;10;promotor;10;10;10;10;10;T51729
19099217;9;promotor;9;9;9;9;9;TDC0IN
19164374;10;promotor;10;10;10;10;10;T13852
22994737;10;promotor;NULL;NULL;NULL;NULL;NULL;T16898
21558157;10;promotor;10;10;10;10;10;TB3721
19121222;10;promotor;10;10;10;10;10;T74551
20236859;10;promotor;10;10;10;10;10;T62368
22428247;10;promotor;10;10;10;10;10;T01259
22618043;9;promotor;9;10;9;9;6;TEZH10
22533113;10;promotor;10;10;10;10;10;TEXKSA
18930409;10;promotor;10;10;10;10;10;TEZIFJ
21250578;10;promotor;NULL;NULL;NULL;NULL;NULL;T31823
21730191;10;promotor;10;10;10;10;10;T75794
20395442;9;promotor;10;10;10;8;10;T57215
20490521;10;promotor;10;10;10;10;10;TFDDO0
20947230;10;promotor;9;10;10;9;10;T73747
21792071;10;promotor;10;10;10;10;10;T62003
19983278;10;promotor;10;10;10;10;10;T03459
19467029;9;promotor;9;9;9;9;9;TFCA40
20720592;10;promotor;10;10;10;10;10;T05691
21389785;10;promotor;10;10;10;10;10;TEYJ64
22767191;10;promotor;10;10;10;10;10;TCAL80
22214981;10;promotor;10;10;10;10;10;TFCPX1
21241643;10;promotor;10;10;10;10;10;T52576
21932839;9;promotor;NULL;NULL;NULL;NULL;NULL;T37094
19881975;0;detrator;0;0;0;0;0;T62310
20904314;10;promotor;10;10;10;10;9;T49440
19588590;4;detrator;NULL;NULL;NULL;NULL;NULL;T20994
20581113;10;promotor;10;10;10;10;10;T11117
20886753;7;passivo;7;8;8;8;7;TDC01Q
20239047;10;promotor;9;9;9;9;9;TA3750
20614155;10;promotor;10;10;10;10;10;TEZKFG
20312630;8;passivo;NULL;NULL;NULL;NULL;NULL;TEZDH4
20933647;10;promotor;10;10;10;10;10;TFC468
21709986;10;promotor;NULL;NULL;NULL;NULL;NULL;T03459
19879684;8;passivo;8;8;8;8;8;TFCVYU
21714415;10;promotor;10;10;10;10;8;TB1259
20704620;10;promotor;9;10;9;8;6;T48771
22761235;10;promotor;10;10;10;10;10;TB3493
20809067;10;promotor;NULL;NULL;NULL;NULL;NULL;TEZHGT
19965190;10;promotor;10;10;10;10;10;TFDRAT
19281379;3;detrator;10;1;1;3;1;T77617
21579020;10;promotor;10;10;10;10;10;T15140
20156297;10;promotor;10;10;10;10;10;TFDF95
20809855;10;promotor;10;10;10;10;10;TEZGV5
20905229;10;promotor;10;10;10;10;10;TFDAIL
19795739;10;promotor;10;10;10;10;10;T77325
20652047;10;promotor;10;10;10;5;10;T57514
21653681;10;promotor;10;10;10;10;10;TFDVRL
21540810;10;promotor;10;10;10;10;10;TFCAB2
19161603;0;detrator;0;0;0;0;0;TFCLKI
22450497;10;promotor;10;10;10;10;10;TEVNVS
19653835;9;promotor;NULL;NULL;NULL;NULL;NULL;TEXF61
20902294;10;promotor;10;10;10;10;10;TDC099
21926489;10;promotor;10;10;10;10;10;TFDPUF
20645864;10;promotor;10;10;10;10;10;TEWTZ9
20042642;10;promotor;10;10;10;10;10;TFCYOS
20919995;10;promotor;10;10;10;10;10;TCAL80
21210961;8;passivo;8;8;8;8;7;TDC01U
21702464;10;promotor;10;10;10;10;10;T60458
21008289;10;promotor;10;10;10;10;10;TFDID7
19593447;10;promotor;10;10;10;10;10;TEZN39
19378734;10;promotor;10;10;10;10;10;TFCLHU
22801261;9;promotor;9;9;9;9;9;T56241
22322467;10;promotor;10;10;10;10;10;T76932
20185128;10;promotor;10;10;10;10;10;T19328
20526775;10;promotor;10;10;10;10;10;T79237
22012023;10;promotor;10;10;10;10;10;TEZKIY
22422442;9;promotor;9;9;9;9;9;T35094
22826335;10;promotor;10;10;10;10;10;TFDHWF
18931032;10;promotor;10;10;10;10;10;T12870
21532843;0;detrator;0;0;0;0;0;T26272
22447732;10;promotor;10;10;10;10;10;TB3721
19611001;10;promotor;10;10;10;10;10;T49030
20941493;10;promotor;10;10;10;10;10;T61431
18966850;9;promotor;9;9;10;9;9;TFCZ18
22260509;9;promotor;NULL;NULL;NULL;NULL;NULL;T35530
21195904;10;promotor;NULL;NULL;NULL;NULL;NULL;TB0713
22805132;10;promotor;10;10;10;10;10;T61653
21367063;10;promotor;10;10;10;10;10;T58203
21533489;8;passivo;10;10;10;9;8;T53336
19373595;8;passivo;9;9;8;8;9;T07800
21637144;10;promotor;10;10;10;10;10;TFDJIH
21217571;10;promotor;10;10;10;10;10;TFCAI9
21963882;10;promotor;10;10;10;10;10;TFBFQ1
19874365;10;promotor;10;10;10;10;10;TDC0T5
20776876;10;promotor;10;10;10;10;10;TFCVOB
19101991;10;promotor;10;10;10;10;10;T48579
19193203;10;promotor;10;10;10;10;10;TDC1KP
20842176;9;promotor;10;10;8;9;9;TFDCXW
20769329;10;promotor;10;10;10;10;10;T74367
20528810;10;promotor;NULL;NULL;NULL;NULL;NULL;TFDNYX
22174678;10;promotor;10;10;10;10;10;TFCJRT
21305520;10;promotor;10;10;10;10;10;TFDORH
22002346;8;passivo;8;8;8;8;8;TFDOBB
20599734;10;promotor;10;10;10;10;10;T01259
21651519;10;promotor;10;10;10;10;10;TB4671
21432537;8;passivo;10;10;8;6;8;TFDOPT
19966382;10;promotor;NULL;NULL;NULL;NULL;NULL;T03067
22115217;10;promotor;10;10;10;10;10;TB4814
20064363;10;promotor;10;10;10;10;10;T11564
19432052;10;promotor;10;10;10;10;8;TA3249
21880757;10;promotor;10;10;10;10;10;TFCHIL
20267660;10;promotor;10;10;10;10;10;TEWBRK
20901759;10;promotor;10;10;10;10;10;TFCRGS
21446189;10;promotor;NULL;NULL;NULL;NULL;NULL;T05953
19759785;10;promotor;NULL;NULL;NULL;NULL;NULL;T77335
19784387;10;promotor;10;10;10;10;10;TFCIT0
21655627;10;promotor;10;10;10;10;10;TFBZNE
21663105;2;detrator;3;3;3;3;3;TFDNLJ
19742939;10;promotor;9;9;9;9;9;T98737
21631133;10;promotor;10;10;10;10;10;TFCODW
21593173;10;promotor;10;10;10;10;10;T57211
20114233;8;passivo;10;10;9;10;8;TFDGFI
21809055;10;promotor;NULL;NULL;NULL;NULL;NULL;TFBEAM
19259698;9;promotor;9;9;9;9;9;TFD975
22290851;9;promotor;9;10;10;10;10;TDC1J5
21021963;10;promotor;NULL;NULL;NULL;NULL;NULL;TFCYI5
19916783;10;promotor;NULL;NULL;NULL;NULL;NULL;T23569
21564836;10;promotor;NULL;NULL;NULL;NULL;NULL;T76839
21294110;10;promotor;10;10;10;10;10;TEZKL6
21572399;10;promotor;10;10;10;10;10;TFCYO8
20274103;10;promotor;10;10;10;10;10;TEZDI9
22893452;9;promotor;9;9;9;9;9;TEXST8
22319244;9;promotor;9;9;9;9;9;TFCA40
19505013;9;promotor;9;9;9;9;9;TDC0IN
20342400;9;promotor;10;10;10;10;10;T38667
22519786;10;promotor;10;10;10;10;10;T23280
21551195;9;promotor;9;9;9;9;9;T76806
22898673;10;promotor;10;10;10;10;10;TEXPRW
18958776;10;promotor;10;10;10;10;10;TFDF95
22717169;10;promotor;10;10;10;10;10;TFDQA5
21577492;10;promotor;NULL;NULL;NULL;NULL;NULL;T50734
19941943;10;promotor;10;10;10;10;10;TFCGS4
21058299;10;promotor;10;10;10;10;10;TFDHOO
20862152;9;promotor;NULL;NULL;NULL;NULL;NULL;TFDIRI
21587753;10;promotor;10;10;10;10;10;TFDURJ
21379978;10;promotor;10;10;10;10;10;T06468
22993174;10;promotor;10;10;10;10;10;TFCOXM
21719205;10;promotor;10;10;10;10;10;T02684
21573750;10;promotor;10;7;5;0;0;TEZHDA
19795551;10;promotor;10;10;10;10;10;TFCAI9
21605369;10;promotor;10;10;10;10;10;T06449
21089042;9;promotor;9;9;9;9;9;T25606
21895757;10;promotor;10;10;10;10;10;TEXVFB
20972184;10;promotor;10;10;10;4;10;T01259
21915835;10;promotor;NULL;NULL;NULL;NULL;NULL;T00631
19109706;10;promotor;10;10;10;10;10;TEZJP5
19745484;10;promotor;10;10;9;10;10;TDC1KW
21776146;10;promotor;10;10;10;10;10;TFCAFR
21364741;10;promotor;10;10;10;10;10;T42463
22978229;10;promotor;9;9;9;9;9;T49440
21904668;10;promotor;9;9;9;9;9;T57362
19092178;10;promotor;10;10;10;10;10;TFCYLN
21989157;9;promotor;NULL;NULL;NULL;NULL;NULL;TFDGGS
21673357;10;promotor;NULL;NULL;NULL;NULL;NULL;T29710
22074165;10;promotor;10;10;10;10;10;T04028
22135556;0;detrator;NULL;NULL;NULL;NULL;NULL;TFBZGV
19452559;10;promotor;10;10;10;8;10;TAAOFB
21800604;10;promotor;NULL;NULL;NULL;NULL;NULL;TFCX89
20749071;10;promotor;10;10;10;10;10;TFBSVB
19780432;10;promotor;10;10;10;10;10;TDC1J5
21776785;7;passivo;NULL;NULL;NULL;NULL;NULL;T98567
21136222;10;promotor;10;10;10;10;10;TFDOT9
20986639;10;promotor;10;10;10;10;10;TFCSI8
21789706;10;promotor;10;10;10;10;10;T11037
19973086;10;promotor;10;10;10;10;10;T17891
21636676;10;promotor;10;10;10;10;10;TFBLG2
21925636;10;promotor;10;10;10;10;10;T01205
22589520;10;promotor;10;10;10;10;10;T03372
20156713;10;promotor;10;10;10;10;10;T11564
21557260;10;promotor;10;10;8;10;6;TFDURJ
22019911;9;promotor;NULL;NULL;NULL;NULL;NULL;TA3260
18835501;7;passivo;10;10;10;10;10;TCANA8
21742145;10;promotor;10;10;10;10;10;T37983
20383848;8;passivo;10;10;10;10;10;T03120
21522372;9;promotor;9;9;9;9;9;T35094
21061123;10;promotor;10;10;10;10;10;TC7801
22452950;10;promotor;10;10;10;10;10;T45356
22617980;10;promotor;10;10;10;10;10;TFDNEH
20967777;8;passivo;NULL;NULL;NULL;NULL;NULL;T06684
21818547;10;promotor;10;10;10;10;10;TFDTJW
21680348;10;promotor;NULL;NULL;NULL;NULL;NULL;TA6050
22287809;10;promotor;10;10;10;10;10;TB1570
22797739;10;promotor;10;10;10;10;10;TEWOYI
22554092;9;promotor;NULL;NULL;NULL;NULL;NULL;TFEDH3
22179442;10;promotor;10;10;10;10;10;T03000
22325636;10;promotor;10;10;10;10;10;TFBYN7
21603147;9;promotor;9;9;9;9;9;T40977
22573925;10;promotor;10;10;10;10;10;T45963
20363937;10;promotor;9;10;10;10;10;TFDRCM
21574448;5;detrator;10;5;5;5;5;T45356
21645186;10;promotor;10;10;10;10;10;TEZF71
23013421;10;promotor;10;10;10;10;10;TFCKTL
21346115;10;promotor;10;10;10;10;10;TA0719
21147585;10;promotor;10;10;10;10;10;TFDBXI
22432584;10;promotor;10;10;10;10;10;TEZHDA
21324428;7;passivo;9;7;9;8;7;T04870
21799656;10;promotor;10;10;10;10;10;TFDMWC
22179207;10;promotor;10;10;10;10;10;T48579
22986097;8;passivo;NULL;NULL;NULL;NULL;NULL;T27211
20344624;8;passivo;10;8;9;8;8;T11036
22406965;10;promotor;NULL;NULL;NULL;NULL;NULL;TEZARL
20642950;10;promotor;10;10;9;10;10;TFCMHF
22802921;10;promotor;NULL;NULL;NULL;NULL;NULL;T78573
21036675;10;promotor;10;10;10;10;10;TFCODW
21518059;10;promotor;NULL;NULL;NULL;NULL;NULL;TEZUTH
19132193;10;promotor;10;10;10;10;10;T36812
21905153;10;promotor;10;10;10;10;10;T17146
23053509;10;promotor;10;10;10;10;10;T52576
20210283;10;promotor;10;10;10;10;10;TEXST8
22430259;0;detrator;NULL;NULL;NULL;NULL;NULL;T04065
22209972;10;promotor;NULL;NULL;NULL;NULL;NULL;TDC00W
20451043;10;promotor;9;8;10;10;9;TDC0T5
22324877;6;detrator;7;7;7;7;7;T06475
21895834;10;promotor;10;10;10;10;10;TFCI28
22220068;10;promotor;NULL;NULL;NULL;NULL;NULL;TEZMSN
21906180;10;promotor;10;10;10;10;10;TFCLHU
19632150;10;promotor;10;10;10;10;10;TB2980
21685437;10;promotor;10;10;10;10;10;T55596
20663738;10;promotor;5;5;5;5;5;T45356
20718748;10;promotor;10;10;10;10;10;T11037
22518118;10;promotor;10;10;10;10;10;TFBMJ3
22152852;10;promotor;10;10;10;10;10;T80566
21240804;10;promotor;NULL;NULL;NULL;NULL;NULL;TEZKD2
22012083;10;promotor;10;10;10;10;10;T14119
21033657;10;promotor;10;10;10;10;10;T06937
22063634;10;promotor;10;10;10;10;10;TAAK82
22610377;10;promotor;NULL;NULL;NULL;NULL;NULL;T15868
22129934;9;promotor;9;9;9;9;9;T35094
20320210;0;detrator;10;0;0;0;0;TFCIVL
22224217;10;promotor;10;10;10;10;10;TEZKK0
21626308;9;promotor;8;9;9;8;8;TDC01Q
20065756;10;promotor;10;10;10;10;10;T17094
22229582;10;promotor;10;10;10;10;10;TFCTOW
20414178;9;promotor;9;9;9;9;9;T26272
21842666;8;passivo;8;8;8;8;8;TFDOBB
21972388;10;promotor;10;10;10;10;10;T14333
22158115;0;detrator;NULL;NULL;NULL;NULL;NULL;TFCEMY
22303998;10;promotor;10;10;10;10;10;TEZBMC
19484109;10;promotor;10;10;10;10;10;T74551
22436804;7;passivo;5;5;5;1;5;TEZNL0
22130815;3;detrator;3;3;3;3;3;T26272
22032569;10;promotor;10;10;10;10;10;T15456
21288246;10;promotor;NULL;NULL;NULL;NULL;NULL;T02145
21366427;10;promotor;10;10;10;10;10;TFDGFI
21918011;10;promotor;10;10;10;10;10;T07614
22378595;5;detrator;NULL;NULL;NULL;NULL;NULL;T01702
21667588;10;promotor;10;10;10;10;10;TEZSOI
21378903;10;promotor;10;10;10;10;10;T77096
19414767;8;passivo;8;8;8;8;8;TEZMHC
21573813;10;promotor;10;10;10;10;10;T37932
21656648;9;promotor;9;9;9;9;9;T36359
22218347;10;promotor;10;10;10;10;10;TEZH10
20803381;10;promotor;10;10;10;10;10;TFCAI9
19658202;10;promotor;NULL;NULL;NULL;NULL;NULL;TFBLKG
22230118;10;promotor;10;10;10;10;10;TAAHTY
21785506;9;promotor;NULL;NULL;NULL;NULL;NULL;T43289
22330942;9;promotor;9;9;9;9;9;T36359
21567400;9;promotor;9;9;9;9;9;T07614
21504279;10;promotor;NULL;NULL;NULL;NULL;NULL;T17146
20452316;10;promotor;10;10;7;9;10;TEZHKM
22244976;10;promotor;10;10;10;10;10;T05808
21578088;10;promotor;10;10;10;10;10;TFDNEH
21619742;10;promotor;10;8;10;9;9;TEXST8
21663567;10;promotor;10;10;10;10;10;TEZFLW
21649474;10;promotor;10;8;8;6;7;TFDPEL
19147550;2;detrator;2;1;1;2;1;T12530
22050657;10;promotor;10;10;10;10;10;T03459
22450589;10;promotor;10;10;10;10;10;TFDVGH
20835486;10;promotor;10;10;10;10;10;TFDIDT
22065852;8;passivo;NULL;NULL;NULL;NULL;NULL;TFDHQ1
22456990;0;detrator;NULL;NULL;NULL;NULL;NULL;TFDTJV
21609562;10;promotor;10;10;10;10;10;TFCSJ0
22753960;5;detrator;5;5;5;5;5;T56447
21606022;10;promotor;10;10;10;10;10;TEZF71
21761544;10;promotor;10;10;10;10;10;TEYYW2
22042121;5;detrator;5;4;3;1;2;T84301
19501318;10;promotor;10;10;10;10;10;TB4671
21648471;10;promotor;10;10;10;10;10;TFCZN5
20897175;10;promotor;10;10;10;10;10;T14333
22761381;10;promotor;10;10;10;10;10;T14081
22490434;9;promotor;NULL;NULL;NULL;NULL;NULL;T15854
21916957;10;promotor;10;10;10;10;10;TFBZNE
21415902;10;promotor;10;10;10;10;10;TFDSN8
21478519;10;promotor;10;10;10;10;10;T04491
21243892;10;promotor;10;10;8;9;10;T34142
22255726;10;promotor;10;10;10;10;10;T07499
22639273;9;promotor;9;9;9;9;9;T35094
21315876;9;promotor;9;9;9;9;9;T76806
20839133;10;promotor;10;10;10;10;10;TFDIGN
21588539;10;promotor;9;9;9;9;9;TFDOU6
22165880;10;promotor;10;10;10;10;10;T11293
22114545;10;promotor;10;10;9;10;9;TFCX89
22025574;10;promotor;10;10;9;10;10;T76286
20844369;10;promotor;10;10;10;10;10;T06468
22072350;9;promotor;9;9;9;9;9;T76806
21911093;10;promotor;10;10;10;10;10;TEZHDN
21949911;10;promotor;10;10;10;10;10;TFCTOW
22105122;10;promotor;10;10;10;10;10;T78658
20311112;10;promotor;10;10;10;10;10;TEZKD5
22664809;10;promotor;10;10;10;10;10;T38502
21536391;9;promotor;10;7;10;7;9;T53336
22562194;10;promotor;10;10;10;10;10;TEZFD6
19961464;9;promotor;9;9;9;9;9;TFBLN2
21649154;10;promotor;NULL;NULL;NULL;NULL;NULL;TEYVVB
21581016;10;promotor;NULL;NULL;NULL;NULL;NULL;T51994
22545648;5;detrator;NULL;NULL;NULL;NULL;NULL;T58470
22047981;10;promotor;10;10;10;10;10;TEXSIF
22373466;10;promotor;10;10;10;10;10;TB2980
20616721;10;promotor;10;10;10;10;10;TCBANZ
21574501;10;promotor;10;10;10;10;10;TFCYO8
22691673;10;promotor;10;10;10;10;10;TFDFJK
22425316;10;promotor;10;10;10;10;10;TEZNYK
20933717;10;promotor;10;10;10;10;10;T40143
22040010;9;promotor;9;8;10;9;9;T03969
22591918;9;promotor;9;9;9;9;9;TEZOI9
21726492;10;promotor;10;10;10;10;10;TDCGLR
22470669;10;promotor;10;10;10;10;10;T50743
21420958;0;detrator;0;0;0;0;0;TFDIBZ
19669768;10;promotor;10;10;10;10;10;T36739
21095859;10;promotor;10;10;10;10;10;T35866
22482045;6;detrator;NULL;NULL;NULL;NULL;NULL;TEZN39
21521110;10;promotor;10;10;10;10;10;TFD578
22504888;10;promotor;10;10;10;10;10;TB3721
21508831;7;passivo;7;7;7;7;7;T49594
22009742;10;promotor;10;10;10;10;10;TFBEAM
21498494;10;promotor;10;10;10;10;10;TFDNEH
22208537;10;promotor;10;10;10;10;10;T07673
21956618;10;promotor;10;10;10;10;10;TFDUJD
21754635;10;promotor;NULL;NULL;NULL;NULL;NULL;TEZEIH
22347406;10;promotor;10;10;10;10;10;T32730
22597708;10;promotor;10;10;10;10;10;TFEBS8
21493353;9;promotor;NULL;NULL;NULL;NULL;NULL;TEZSOI
22290812;10;promotor;10;10;10;10;10;TEZLXL
21720262;10;promotor;NULL;NULL;NULL;NULL;NULL;TDC06S
21245870;10;promotor;9;9;9;9;9;TDC099
22739456;10;promotor;10;10;10;10;10;TEZEGF
21016994;8;passivo;8;8;8;8;8;TDC1GA
22478273;10;promotor;NULL;NULL;NULL;NULL;NULL;T11855
21158381;10;promotor;10;10;10;10;10;T45609
22122906;10;promotor;10;10;10;10;10;TFBMMJ
22560297;9;promotor;9;9;9;9;9;TFD975
21891593;9;promotor;9;9;9;9;9;TB4172
20158868;4;detrator;4;4;4;4;4;T26272
21473816;9;promotor;9;9;9;9;9;TEZDAJ
20930200;9;promotor;NULL;NULL;NULL;NULL;NULL;TFD156
21053386;10;promotor;10;10;10;10;10;T35463
23014468;10;promotor;10;10;10;10;10;TFCX89
21647499;10;promotor;10;10;10;10;10;TFCAB2
21648036;10;promotor;10;10;10;10;10;T77617
21963445;10;promotor;10;10;10;10;10;T77617
22230328;10;promotor;9;9;9;9;9;TFCSCT
22169772;10;promotor;10;10;10;10;10;T11318
22400230;10;promotor;10;10;10;10;10;TEZDO1
21341485;10;promotor;NULL;NULL;NULL;NULL;NULL;TFCX90
21867653;10;promotor;10;10;10;10;10;TFBZNE
21628744;10;promotor;10;10;10;10;10;TB4628
21556334;10;promotor;10;10;10;10;10;TFDMC7
22553454;10;promotor;10;10;10;10;10;TFCTWT
22138108;10;promotor;10;10;10;10;10;T10216
22726818;10;promotor;10;10;10;10;10;T55117
21504040;9;promotor;9;9;9;9;9;T53339
20244571;8;passivo;7;5;5;5;5;T22870
19097515;10;promotor;10;10;10;10;10;TA8583
